camera_x,camera_y,camera_z,x_rotaiton,y_ratation,z_rotation,x_location,y_location,resolution_x,resolution_y,obj_file,tex_file
0,0,0.35,5.0,6.949595671344639,-6.600104306097197,-0.004030986264095281,0.007955835455634157,1024,1024,/home/aru/run6/40/objfile/1/obj2.obj,/home/aru/run6/40/texture/1/INVERSE/tex3.png
