camera_x,camera_y,camera_z,x_rotaiton,y_ratation,z_rotation,x_location,y_location,resolution_x,resolution_y,obj_file,tex_file
0,0,0.35,-4.187911171176498,-9.546713669365978,-1.0922775501483954,-0.026267532829811487,-0.03302925226416147,1024,1024,/home/aru/run6/40/objfile/1/obj6.obj,/home/aru/run6/40/texture/1/INVERSE/tex4.png
