camera_x,camera_y,camera_z,x_rotaiton,y_ratation,z_rotation,x_location,y_location,resolution_x,resolution_y,obj_file,tex_file
0,0,0.35,-3.9939189900632712,6.968290278738401,-0.031065682567999707,0.028470124707477944,0.003551153672777259,1024,1024,/home/aru/run6/40/objfile/2/obj23.obj,/home/aru/run6/40/texture/2/INVERSE/tex9_l.png
